"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that we can retrieve specific users by valid IDs","54","testGetSingleUser","Surefire suite","Fri Jul 11 13:47:15 GMT 2025","passed","Fri Jul 11 13:47:15 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific photos by valid IDs","64","testGetSinglePhoto","Surefire suite","Fri Jul 11 13:47:08 GMT 2025","passed","Fri Jul 11 13:47:08 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can partially update photos using PATCH","119","testPatchPhoto","Surefire suite","Fri Jul 11 13:47:09 GMT 2025","passed","Fri Jul 11 13:47:09 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testPatchPhoto"
"Verify that we can partially update an existing post","132","testPatchPost","Surefire suite","Fri Jul 11 13:46:57 GMT 2025","passed","Fri Jul 11 13:46:57 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testPatchPost"
"Verify that we can completely update an existing post","130","testUpdatePost","Surefire suite","Fri Jul 11 13:46:56 GMT 2025","passed","Fri Jul 11 13:46:57 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testUpdatePost"
"Verify that we can filter comments by post ID using query parameter","72","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 13:46:55 GMT 2025","passed","Fri Jul 11 13:46:55 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that we can retrieve specific users by valid IDs","53","testGetSingleUser","Surefire suite","Fri Jul 11 13:47:15 GMT 2025","passed","Fri Jul 11 13:47:15 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testGetSingleUser"
"Verify that we can retrieve specific posts by valid IDs","93","testGetSinglePost","Surefire suite","Fri Jul 11 13:46:54 GMT 2025","passed","Fri Jul 11 13:46:54 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetSinglePost"
"Verify that we can retrieve specific posts by valid IDs","85","testGetSinglePost","Surefire suite","Fri Jul 11 13:46:54 GMT 2025","passed","Fri Jul 11 13:46:54 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetSinglePost"
"Verify that we can filter comments by post ID using query parameter","53","testGetCommentsWithPostIdFilter","Surefire suite","Fri Jul 11 13:46:55 GMT 2025","passed","Fri Jul 11 13:46:55 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetCommentsWithPostIdFilter"
"Verify that we can filter todos by user ID","54","testFilterTodosByUser","Surefire suite","Fri Jul 11 13:47:13 GMT 2025","passed","Fri Jul 11 13:47:13 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testFilterTodosByUser"
"Verify that we can retrieve specific albums by valid IDs","58","testGetSingleAlbum","Surefire suite","Fri Jul 11 13:46:59 GMT 2025","passed","Fri Jul 11 13:46:59 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetSingleAlbum"
"Verify that requesting non-existent todos returns 404","36","testGetNonExistentTodo","Surefire suite","Fri Jul 11 13:47:14 GMT 2025","passed","Fri Jul 11 13:47:14 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetNonExistentTodo"
"Verify that we can create new comments with valid data","135","testCreateNewComment","Surefire suite","Fri Jul 11 13:47:03 GMT 2025","passed","Fri Jul 11 13:47:03 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateNewComment"
"Verify that requesting non-existent albums returns 404","103","testGetNonExistentAlbum","Surefire suite","Fri Jul 11 13:47:01 GMT 2025","passed","Fri Jul 11 13:47:01 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetNonExistentAlbum"
"Verify that creating albums with invalid data handles errors appropriately","96","testCreateAlbumWithInvalidData","Surefire suite","Fri Jul 11 13:47:01 GMT 2025","failed","Fri Jul 11 13:47:02 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testCreateAlbumWithInvalidData"
"Verify that requesting non-existent comments returns 404","245","testGetNonExistentComment","Surefire suite","Fri Jul 11 13:47:05 GMT 2025","passed","Fri Jul 11 13:47:05 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testGetNonExistentComment"
"Verify that creating comments with invalid data handles errors appropriately","107","testCreateCommentWithInvalidData","Surefire suite","Fri Jul 11 13:47:05 GMT 2025","failed","Fri Jul 11 13:47:05 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateCommentWithInvalidData"
"Verify that requesting non-existent albums returns 404","30","testGetNonExistentAlbum","Surefire suite","Fri Jul 11 13:47:01 GMT 2025","passed","Fri Jul 11 13:47:01 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetNonExistentAlbum"
"Verify that we can retrieve specific photos by valid IDs","49","testGetSinglePhoto","Surefire suite","Fri Jul 11 13:47:08 GMT 2025","passed","Fri Jul 11 13:47:08 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can retrieve specific todos by valid IDs","56","testGetSingleTodo","Surefire suite","Fri Jul 11 13:47:12 GMT 2025","passed","Fri Jul 11 13:47:12 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that we can create new comments with valid data","265","testCreateNewComment","Surefire suite","Fri Jul 11 13:47:03 GMT 2025","passed","Fri Jul 11 13:47:03 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateNewComment"
"Verify that we can filter todos by user ID","41","testFilterTodosByUser","Surefire suite","Fri Jul 11 13:47:13 GMT 2025","passed","Fri Jul 11 13:47:13 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testFilterTodosByUser"
"Verify API response when sending malformed JSON","100","testCreateUserWithMalformedJson","Surefire suite","Fri Jul 11 13:47:18 GMT 2025","passed","Fri Jul 11 13:47:18 GMT 2025","com.emmanuelarhu.tests.UsersTest","Surefire test","com.emmanuelarhu.tests.UsersTest","testCreateUserWithMalformedJson"
"Verify that creating posts with invalid data handles errors appropriately","108","testCreatePostWithInvalidData","Surefire suite","Fri Jul 11 13:46:57 GMT 2025","failed","Fri Jul 11 13:46:58 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testCreatePostWithInvalidData"
"Verify behavior when trying to delete non-existent post","120","testDeleteNonExistentPost","Surefire suite","Fri Jul 11 13:46:58 GMT 2025","failed","Fri Jul 11 13:46:58 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testDeleteNonExistentPost"
"Verify that requesting non-existent albums returns 404","38","testGetNonExistentAlbum","Surefire suite","Fri Jul 11 13:47:01 GMT 2025","passed","Fri Jul 11 13:47:01 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetNonExistentAlbum"
"Verify that requesting non-existent photos returns 404","37","testGetNonExistentPhoto","Surefire suite","Fri Jul 11 13:47:09 GMT 2025","passed","Fri Jul 11 13:47:09 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetNonExistentPhoto"
"Verify that we can retrieve specific todos by valid IDs","57","testGetSingleTodo","Surefire suite","Fri Jul 11 13:47:11 GMT 2025","passed","Fri Jul 11 13:47:12 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
"Verify that we can retrieve specific albums by valid IDs","58","testGetSingleAlbum","Surefire suite","Fri Jul 11 13:46:59 GMT 2025","passed","Fri Jul 11 13:46:59 GMT 2025","com.emmanuelarhu.tests.AlbumsTest","Surefire test","com.emmanuelarhu.tests.AlbumsTest","testGetSingleAlbum"
"Verify that we can filter todos by user ID","44","testFilterTodosByUser","Surefire suite","Fri Jul 11 13:47:13 GMT 2025","passed","Fri Jul 11 13:47:13 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testFilterTodosByUser"
"Verify that requesting non-existent todos returns 404","32","testGetNonExistentTodo","Surefire suite","Fri Jul 11 13:47:13 GMT 2025","passed","Fri Jul 11 13:47:13 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetNonExistentTodo"
"Verify that we can retrieve specific photos by valid IDs","65","testGetSinglePhoto","Surefire suite","Fri Jul 11 13:47:08 GMT 2025","passed","Fri Jul 11 13:47:08 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can retrieve specific photos by valid IDs","56","testGetSinglePhoto","Surefire suite","Fri Jul 11 13:47:08 GMT 2025","passed","Fri Jul 11 13:47:08 GMT 2025","com.emmanuelarhu.tests.PhotosTest","Surefire test","com.emmanuelarhu.tests.PhotosTest","testGetSinglePhoto"
"Verify that we can retrieve specific posts by valid IDs","92","testGetSinglePost","Surefire suite","Fri Jul 11 13:46:54 GMT 2025","passed","Fri Jul 11 13:46:54 GMT 2025","com.emmanuelarhu.tests.PostsTest","Surefire test","com.emmanuelarhu.tests.PostsTest","testGetSinglePost"
"Verify that creating comments with invalid data handles errors appropriately","103","testCreateCommentWithInvalidData","Surefire suite","Fri Jul 11 13:47:06 GMT 2025","failed","Fri Jul 11 13:47:06 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateCommentWithInvalidData"
"Verify that we can create new comments with valid data","126","testCreateNewComment","Surefire suite","Fri Jul 11 13:47:03 GMT 2025","passed","Fri Jul 11 13:47:03 GMT 2025","com.emmanuelarhu.tests.CommentsTest","Surefire test","com.emmanuelarhu.tests.CommentsTest","testCreateNewComment"
"Verify that we can retrieve specific todos by valid IDs","53","testGetSingleTodo","Surefire suite","Fri Jul 11 13:47:11 GMT 2025","passed","Fri Jul 11 13:47:11 GMT 2025","com.emmanuelarhu.tests.TodosTest","Surefire test","com.emmanuelarhu.tests.TodosTest","testGetSingleTodo"
